"file_path","file_type","size_bytes","sha256","status"
"code/phase8A_AS_input_audit.R","r","20929","e3754a5d46293f9a62958edaa6775df3d8c66b610da12bf83092985416e9eb0d","present_in_private_git_working_copy"
"code/phase9_manuscript_integration.py","py","46831","8e6b8cd1ad82572f3e1ecaf22507f3df7ce86edbdaeecfbeba5264e51d396e35","present_in_private_git_working_copy"
"code/plot_label_utils.R","r","4453","252aee09b6cd6f690af512603a48207c5f4b4e85cad1caef1e8b0f4e51403b9b","present_in_private_git_working_copy"
"docs/GitHub_private_upload_instructions_Phase27I_CN.txt","txt","1304","6b87f34c19b56be3f8b84786272f95c6b152fb123d999ad60d40762062975ca8","present_in_private_git_working_copy"
"docs/phase_GA1_key_result_checklist.txt","txt","999","16aad92cbf39eab438750e55a87cf75abe831232122ced8a8f86a3741dfcf017","present_in_private_git_working_copy"
"docs/phase10A_10C_key_result_checklist.txt","txt","1533","5cf35698d7fdd19e719ad22395a41273ebb79bf0a2dcd923edf3ebf4845b8d06","present_in_private_git_working_copy"
"docs/phase10B_key_result_checklist.txt","txt","1218","2f823bdd72f829814860c7b1c735a28eff766ed20f2569072c8e425d0957d3c9","present_in_private_git_working_copy"
"docs/phase10D_key_result_checklist.txt","txt","1154","68bdbb1aa45b20e80b88059cc03df8ba7ec954cf81dbd6e485ede6fc5b02139c","present_in_private_git_working_copy"
"docs/phase10E_key_result_checklist.txt","txt","1409","72c175129b3599e5389c1d80b82d7084ac47eda6162588fc22a129f8c2add4bb","present_in_private_git_working_copy"
"docs/phase10F_key_result_checklist.txt","txt","1314","dc2d5d1b46fb6df0941b926fe0f8eedfdfa517543be98fccf674a370be60b10b","present_in_private_git_working_copy"
"docs/phase10G_key_result_checklist.txt","txt","1212","4755fe577e055346a98bffaadd191e2a8c3103676142c6581216a0f2ed6932d6","present_in_private_git_working_copy"
"docs/phase10G_simple_key_result_checklist.txt","txt","1036","a378a5b2a35ada02469c1e4076962168ef5b715a7da73bde3fe2e94f34c35b58","present_in_private_git_working_copy"
"docs/phase10H_figure_polish_key_result_checklist.txt","txt","1914","4cfbdd3c3af09e1c155098c09b717d3562c7428bc805d5d00f74efa6d2556daa","present_in_private_git_working_copy"
"docs/phase10H_fix2_key_result_checklist.txt","txt","1509","bc137ce7fdbc6981b960edd522eb99c6bd5f9107ceaf2b96ee8ea8b6c4977202","present_in_private_git_working_copy"
"docs/phase2_key_result_checklist.txt","txt","1666","7a1028a8f71790143fbd7307dde20ae548c1334cfa8d62c5ce5790149db57b72","present_in_private_git_working_copy"
"docs/Phase27I_completion_summary_CN.txt","txt","1095","bd8e76a8caa281a0e9a82ac466f82845b4c76f670b9025a88e8261930563b12f","present_in_private_git_working_copy"
"docs/Phase27I_readiness_update_CN.txt","txt","1037","babc3935e3a1386c45799142e6187d0f2d5ef7dbda8d424acfb7b7deec7d24a4","present_in_private_git_working_copy"
"docs/phase2b_key_result_checklist.txt","txt","1891","3565c5028027b949d6310f70152ef8b16a4eb633b9911edf6c732cdd11a2122c","present_in_private_git_working_copy"
"docs/phase3A_key_result_checklist.txt","txt","2193","509199b14b5dff6c7e3aae82c708fef5f1247260fbbb2290bdc30586c8b9ea7b","present_in_private_git_working_copy"
"docs/phase3B_key_result_checklist.txt","txt","3136","ee16e9d22232c5eb955fdf745ffee52955e2da3c6e341e592a7397fc21f35d69","present_in_private_git_working_copy"
"docs/phase3C_fix_key_result_checklist.txt","txt","1123","bec41e092b190f4c248d16b8af35ca434bc03d1e23a2300f78cc0ce9fca327f9","present_in_private_git_working_copy"
"docs/phase3C_key_result_checklist.txt","txt","2827","f3e90405cb2b8d7c86cc99bb3375daa959996a672b1401369502cfaf091cb63c","present_in_private_git_working_copy"
"docs/phase4_fix_key_result_checklist.txt","txt","1458","440e92ebc106c4ca64ce083c39bb62104f622d472753c6f46ae8cddf1cbc9cca","present_in_private_git_working_copy"
"docs/phase4_fix_singlecell_limitation_statement.txt","txt","1187","c1eaf4b7d41ae10dd908d338ce2eaae78b4b9da4d51b68822d3089229266999d","present_in_private_git_working_copy"
"docs/phase4_singlecell_key_result_checklist.txt","txt","2311","0f986749e2d677c8a5c3d405083e7700a65d09e10d94e081d8cafc863c5811f0","present_in_private_git_working_copy"
"docs/phase4b_key_result_checklist.txt","txt","1584","7ecda981b4827c8dcab08d2933cd2f06331b0674ef8776eead0a0e54b9cd7d1d","present_in_private_git_working_copy"
"docs/phase5_PPI_key_result_checklist.txt","txt","1254","5b6732d06a19c99445f114f45d576b4250f9bc30f6cfee752e18720971cc6e72","present_in_private_git_working_copy"
"docs/phase6_external_validation_key_result_checklist.txt","txt","2329","d063f6bb0050273b3046bcfb61ec30bcbe165e17ba05971acb086615ee9007a2","present_in_private_git_working_copy"
"docs/phase7_bulk_immune_key_result_checklist.txt","txt","1889","24e87c1c4f2d5729ca8a49bb9383a13a5d32cff4fe4052be74b58ac711629dc4","present_in_private_git_working_copy"
"docs/phase7_cleanup_key_result_checklist.txt","txt","723","958c728794f5dd4114df3c683a658cad1e53ca580c4bed8671f1811e629fa068","present_in_private_git_working_copy"
"docs/phase8A_AS_input_key_result_checklist.txt","txt","1064","80277c295655dd9671db2eddca50e6aafc5f86a2adf676567ccb04a603ddb3b6","present_in_private_git_working_copy"
"docs/phase8A_AS_missing_input_statement.txt","txt","749","22ce45f106ed691eb991af11f5d965930a840dc06cc286895abf3740efcd8bf7","present_in_private_git_working_copy"
"docs/phase9_integration_key_result_checklist.txt","txt","1172","ead5795d6522d854e437ee0973c140582ac84746d28b04041faa6bab4e89c348","present_in_private_git_working_copy"
"docs/phase9B_key_result_checklist.txt","txt","935","104659607783d4f01b9192de6bd8e200ef8b6627b460fc90f7c8817d4dc7f8b2","present_in_private_git_working_copy"
"docs/README.md","md","4041","bb11f1a1f761d8cfbf75775aaeb9eb3560465c70a7a0d7d1db0fb2144e7877e3","present_in_private_git_working_copy"
"docs/README_代码与复现说明.txt","txt","757","efb292604e556a2a6536d6ca9394a8a95579583d50647edc376079c728d239cb","present_in_private_git_working_copy"
"docs/sessionInfo_initial.txt","txt","700","dcd4f9cbe4fe52ddaf53d325e0e8304250689c1c52fc59bf320d789921973550","present_in_private_git_working_copy"
"figures/final/Figure_2_final_manual_assembled_no_title_v3.pdf","pdf","341229","585e19e6d70e1a7ee481e36839e5fecb9c7906274ca426cd7f6e92cc5e963dbd","present_in_private_git_working_copy"
"figures/final/Figure_7_final_manual_assembled_no_title_v2.pdf","pdf","159860","d9d992b98bf4cfec9051bf438fc839a3e7a3be047a3428509dc1ecee06f65f41","present_in_private_git_working_copy"
"figures/final/Supplementary_Figure_S1_final_manual_assembled.pdf","pdf","27007766","526de027dd805c99911bf05b0187f11c9701704f78a50d08b57ed39bcbd718de","present_in_private_git_working_copy"
"figures/main/Figure3_final.pdf","pdf","467422","29026c4a1359091e5aa8b3dff432014b3ed2dab112e8fea20336cbd7d29f446f","present_in_private_git_working_copy"
"figures/main/Figure3_final.png","png","465263","f9812602d69d20398ee943e65a2dc6962f8b9dee3f8339bce67836e4945505ed","present_in_private_git_working_copy"
"figures/main/Figure3_final.tiff","tiff","705814","3b0777bbc73d10eb6565cbd0ee9b19cfba5e6e696a333db527b471150b8515f0","present_in_private_git_working_copy"
"figures/main/Figure4_final.pdf","pdf","415379","24f5b8defecdf53db51f314db14b7c88e36f004a94a79d98e857e10e27aefbe9","present_in_private_git_working_copy"
"figures/main/Figure4_final.png","png","548886","5e9d8c05b8db634c349b47fa243b54a0862cec08677d3f815cbc728bcdc3516a","present_in_private_git_working_copy"
"figures/main/Figure4_final.tiff","tiff","854964","0f41e8b224d17e42618213f9aab3f2889f4efc2de2ab7762b5d8224bbcd184dc","present_in_private_git_working_copy"
"figures/main/Figure5_final.pdf","pdf","278150","b91dafb251216bf173931c1f5c86c311d9057e5ea52b61d993da2b7e2a645300","present_in_private_git_working_copy"
"figures/main/Figure5_final.png","png","466565","59b91945e2ba6696202f7e9a816782743adab7196970c7da686539ece1510025","present_in_private_git_working_copy"
"figures/main/Figure5_final.tiff","tiff","961440","209879a41614aa1c070b93a84f0bfde5aa95f2fec98aeef0d75d2e4be9efe6f2","present_in_private_git_working_copy"
"figures/main/Figure6_final.pdf","pdf","353478","972974420542855a9d80d4c39a85370482fb83f126a5344e91241662b1f59d7e","present_in_private_git_working_copy"
"figures/main/Figure6_final.png","png","344685","28028e6661c99ad18857fce8d72c2f2ee06224dff190208b2ab5dd309b530ceb","present_in_private_git_working_copy"
"figures/main/Figure6_final.tiff","tiff","785062","06fd47ca15dc26105fdf7eefdb9ded1ab536127a6accafe8ca92bf0f2cb3b976","present_in_private_git_working_copy"
"figures/supplementary/FigureS_external_validation_KM_cohort_median_sensitivity.pdf","pdf","7392","3bb35dec7466e9d05a7fc9b6ec073305e67bcbcb80740191720542547311b98f","present_in_private_git_working_copy"
"figures/supplementary/FigureS_external_validation_KM_cohort_median_sensitivity__2.pdf","pdf","7392","3bb35dec7466e9d05a7fc9b6ec073305e67bcbcb80740191720542547311b98f","present_in_private_git_working_copy"
"figures/supplementary/phase2b_forestplot_all_models_publication.pdf","pdf","41479","65e3a9174985c1aee1483712e1ba1028ec1361cfa54047a966aeff25dfb1451b","present_in_private_git_working_copy"
"figures/supplementary/phase2b_forestplot_all_models_publication__2.pdf","pdf","41479","65e3a9174985c1aee1483712e1ba1028ec1361cfa54047a966aeff25dfb1451b","present_in_private_git_working_copy"
"figures/supplementary/phase3A_fix_model_performance_heatmap.pdf","pdf","45711","cfd4cb6a7e091872491a86f84577fa97ae90cc97064281fba39cfdb521f45156","present_in_private_git_working_copy"
"figures/supplementary/phase3A_fix_model_performance_heatmap__2.pdf","pdf","45711","cfd4cb6a7e091872491a86f84577fa97ae90cc97064281fba39cfdb521f45156","present_in_private_git_working_copy"
"figures/supplementary/phase3C_BeatAML_drug_correlation_volcano.pdf","pdf","46376","a878551438578e45439484d89a23c106a8019916757bf91db233b139d4b319e0","present_in_private_git_working_copy"
"figures/supplementary/phase3C_BeatAML_drug_correlation_volcano__2.pdf","pdf","46376","a878551438578e45439484d89a23c106a8019916757bf91db233b139d4b319e0","present_in_private_git_working_copy"
"figures/supplementary/phase4_score_heatmap_by_celltype.pdf","pdf","42762","795b2f9acfa05adf35a5c07f688c257de6b2e9fea198a84cb62edfe58712dd27","present_in_private_git_working_copy"
"figures/supplementary/phase4_score_heatmap_by_celltype__2.pdf","pdf","42762","795b2f9acfa05adf35a5c07f688c257de6b2e9fea198a84cb62edfe58712dd27","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S1_final_manual_assembled.pdf","pdf","27007766","526de027dd805c99911bf05b0187f11c9701704f78a50d08b57ed39bcbd718de","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S2.pdf","pdf","270116","6a8833201c0dc35351dbc555b0b871c2313df4562a892233a65620515d58ed2a","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S3__phase2b_calibration_model2_1_3_5year.pdf","pdf","27713","db2870517f3e241c24b57d3948e3989d6e9255027322394ee03d0e0cd701538a","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S3__phase2b_DCA_3year_publication.pdf","pdf","22456","5601d3f92d50efab83469500cbe0849c516dfa9dbbc8dcdd26729852423b71d1","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S3__phase2b_forestplot_all_models_publication.pdf","pdf","41479","65e3a9174985c1aee1483712e1ba1028ec1361cfa54047a966aeff25dfb1451b","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S3__phase2b_nomogram_model2_publication.pdf","pdf","6542","8c0337321dd62e924369d7bc166ff0ae03efdb6f60f50c7612517fe265daa76e","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S4__phase3A_fix_external_validation_bubbleplot.pdf","pdf","37622","1dceb7efd4f31ee6e19b813a82d2643b1ae976cc782819f0681cff413da3a038","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S4__phase3A_fix_model_performance_heatmap.pdf","pdf","45711","cfd4cb6a7e091872491a86f84577fa97ae90cc97064281fba39cfdb521f45156","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S4__phase3A_fix_top20_model_ranking.pdf","pdf","40304","a79dd7cbdbab53c5fcaca7f2a0278141ab5b6e1ed88be7a3291405dc19852005","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S5__phase3A_PPI_external_validation_comparison.pdf","pdf","35600","22916b280c52deaff31cf54cf3f79e45ff8d3b6b4419f0daa70c0898f16a4174","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S5__phase3A_PPI_vs_original_6gene_comparison.pdf","pdf","37548","7a070527cb5018b621d6f18224e6a99f3f520ac02573948140cedc3399f10893","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S6__phase5_cytoHubba_like_ranking_heatmap.pdf","pdf","31043","7ab5982e226132552b2bc9edbac69a25acddb4026e492eea845545649a4135c6","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S6__phase5_PPI_hub_overlap_barplot.pdf","pdf","24042","f1490b409f3de668038aa6facc6d73dc054a140da029bea8bd71c459507ea405","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S6__phase5_PPI_network.pdf","pdf","33574","2ad7ac1371287c1f950cbcb3664baa77ea6cf5a55ea54bf204c6a66b56250543","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S7__phase3C_BeatAML_drug_category_heatmap.pdf","pdf","42642","15888066e5b17487a9f4ecc015bde9bb8072d933df73e9da07c040f850535c04","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S7__phase3C_BeatAML_selected_drug_scatterplots.pdf","pdf","134615","ff5f8fdbc0789d982564598b2ad43d06786ad8eff2219af67e2b484e7e7f34f5","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S7__phase3C_drug_response_ML_performance_heatmap.pdf","pdf","44361","8dc7dbbacf233f992a5b668440625925c81006c14b53b8cc114bd28f50f520ef","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S8__phase4_RoE_heatmap.pdf","pdf","42530","9780859bff9af53bb4e07d8da1ed05b8dcfd3c772f4f3897a35a03040f00d5f3","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S8__phase4_score_heatmap_by_celltype.pdf","pdf","42762","795b2f9acfa05adf35a5c07f688c257de6b2e9fea198a84cb62edfe58712dd27","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S8__phase4b_patient_level_score_boxplots.pdf","pdf","145965","265afd5810ad23b54293b6dcb02c112ee59881ee19469db3a1816c8b297c9dea","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S8__phase4b_PRFT_high_like_fraction_patient_level.pdf","pdf","42017","f7651216dac583a5cbbb9ff897a45320166e18ce3d62ab149415fba796bb5174","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S9__phase6_GSE14468_KM.pdf","pdf","32747","8365550477af05ca23d574189efc037de1ed9b816aa49edbfcc1b1dc35fb1b9d","present_in_private_git_working_copy"
"figures/supplementary_figures/Supplementary_Figure_S9__phase6_GSE6891_KM.pdf","pdf","32752","415a49d0ab09e7cbd7ffc332f14c2601bd8657d9f1df3ffa93c6067228273d8e","present_in_private_git_working_copy"
"LICENSE_note.md","md","279","f9d3ddd3d3ea3487c02032b2fea354143e7a0dbe2aa40a6d2e255c1c3fabdad8","present_in_private_git_working_copy"
"metadata/code_manifest.csv","csv","8895","f577aa7695028e513cce87bd86629d184cd62b75ec4f20602fd62ec8a64f1afa","present_in_private_git_working_copy"
"metadata/code_manifest__dup2.csv","csv","4553","ee3ef79ab0dcd904949b9229cb8890fa59f130dc2e19141e526852c4381fba86","present_in_private_git_working_copy"
"metadata/code_manifest__dup3.csv","csv","3607","862d4842340bb52475f2ca77045ee697fad08f8aac898ea789528aa2b0d1fe70","present_in_private_git_working_copy"
"metadata/data_dictionary.csv","csv","28714","11e75267fd4c2648aeb1b840df4f573a32269865b5f6fa394e3236e71e8439c7","present_in_private_git_working_copy"
"metadata/data_dictionary__dup2.csv","csv","20930","56d2af9bebbdd1665513010098eaf1589dfbb131080d946fad98d1327effeffd","present_in_private_git_working_copy"
"metadata/final_file_manifest.csv","csv","20601","d9f57fc7b174dd7a2b91c9da27947ea0aabb26c0d98a7440788f289a77d5a4f8","present_in_private_git_working_copy"
"metadata/formula_A/LOCKED_PRFT_six_gene_formula_A.txt","txt","170","4aeda99c937be11a5038c6296e01b98a9c226d0019a54058814d2be3332cdcaf","present_in_private_git_working_copy"
"metadata/formula_A/LOCKED_PRFT_six_gene_formula_A__dup2.txt","txt","170","4aeda99c937be11a5038c6296e01b98a9c226d0019a54058814d2be3332cdcaf","present_in_private_git_working_copy"
"metadata/formula_A/LOCKED_PRFT_six_gene_formula_A_coefficients.csv","csv","174","1949f81522e372f88810d301a03f46996dc00943fcb79d7edd8e556f6820bbf9","present_in_private_git_working_copy"
"metadata/formula_A/README_formula_lock.md","md","642","903f6c6541a36e81f936cb6ce8cc5f9612871ed9650a8e0548a79e7a7e442db4","present_in_private_git_working_copy"
"metadata/formula_A/six_gene_coefficients.csv","csv","180","26b657df9184befbd2355e09a7bcee17bc3e0bf29e3678068093f77720e5e684","present_in_private_git_working_copy"
"metadata/github_side_QA/github_side_file_presence_check.csv","csv","48413","c2d67683e3a70fbc9e52aafeab775d4642623ed83fb3842846f7da9c6e14becb","present_in_private_git_working_copy"
"metadata/github_side_QA/github_side_git_status_record.txt","txt","1345","e1f0b744de055ba93592a58becf35585c7fec6d45d7eebebcdd8c8753462482d","present_in_private_git_working_copy"
"metadata/github_side_QA/github_side_manifest_readme_check.csv","csv","3485","4e9fccd94ffbf5edf0e4f28e87fd691bda0877de82d232bb87b6d361dbbfe2f6","present_in_private_git_working_copy"
"metadata/github_side_QA/github_side_next_action_recommendation.md","md","660","7bb01b254b27058ede0af04aef4a88a5f2c307bf6985f6177d70048c0de63b65","present_in_private_git_working_copy"
"metadata/github_side_QA/github_side_QA_report.md","md","2495","64bcd6b63cb6b253c4e91bbd2bc2306ce68ea583ee91770745409b6dfb8149f9","present_in_private_git_working_copy"
"metadata/github_side_QA/github_side_QA_summary.csv","csv","951","a66197d0440c1374c209b4d4b3ffe27bb15209e150d57060ebb1cdef646668c2","present_in_private_git_working_copy"
"metadata/github_side_QA/github_side_risk_scan.csv","csv","5827","a1c2107cf44456eaffd4b7e3d6224c2bbe8dc0d270e985b053eb3da5d9408b3c","present_in_private_git_working_copy"
"metadata/github_side_QA/private_git_sync_execution_report.md","md","4790","feabe03d01c0dfbe614718d26e33308eff70ee7b69ade5d531ce4c3e086f7739","present_in_private_git_working_copy"
"metadata/github_side_QA/private_git_sync_file_manifest.csv","csv","42223","49c690257e22ab05abfde916d99fae9902fc646667a7a1fe8cd928f24713a751","present_in_private_git_working_copy"
"metadata/github_side_QA/private_git_sync_file_presence_check.csv","csv","15868","cb4b9e178c20dc8fbecbd55f87309611981ac7c59891f5b3b301c90c523e88ae","present_in_private_git_working_copy"
"metadata/github_side_QA/private_git_sync_git_status_record.txt","txt","19188","d5f0209109df20413596714397d48cb50d989a86cd8dbd7fcab5983c768d68a4","present_in_private_git_working_copy"
